SourceIP,DestinationIP,SourcePort,DestinationPort,TimeStamp,Duration,FlowBytesSent,FlowSentRate,FlowBytesReceived,FlowReceivedRate,PacketLengthVariance,PacketLengthStandardDeviation,PacketLengthMean,PacketLengthMedian,PacketLengthMode,PacketLengthSkewFromMedian,PacketLengthSkewFromMode,PacketLengthCoefficientofVariation,PacketTimeVariance,PacketTimeStandardDeviation,PacketTimeMean,PacketTimeMedian,PacketTimeMode,PacketTimeSkewFromMedian,PacketTimeSkewFromMode,PacketTimeCoefficientofVariation,ResponseTimeTimeVariance,ResponseTimeTimeStandardDeviation,ResponseTimeTimeMean,ResponseTimeTimeMedian,ResponseTimeTimeMode,ResponseTimeTimeSkewFromMedian,ResponseTimeTimeSkewFromMode,ResponseTimeTimeCoefficientofVariation,Label
192.168.20.191,9.9.9.9,49505,443,2020/1/12 11:32,8.949254,1809,202.1397538,4573,510.9923129,154690.4793,393.3071056,245.4615385,81.5,54,1.2506375,0.486799083,1.602316632,12.28707311,3.505292157,1.763012038,0.042452,0.050284,1.472539202,0.488612065,1.988240625,0.000284737,0.016874137,0.019722333,0.0157305,5.5e-05,0.709695541,1.16553119,0.85558524,0
192.168.20.111,8.8.8.8,47772,443,2019/12/16 22:39,0.103274,2535,24546.35242,3418,33096.42311,31265.21777,176.8197324,186.03125,101.0,66,1.442676937,0.678834021,0.950484031,0.000541652,0.023273418,0.066483906,0.0778235,0.0,-1.461701153,2.85664562,0.350060922,8.38598e-05,0.009157501,0.010056556,0.00767,7e-06,0.781836275,1.097412414,0.910600175,0
192.168.20.111,8.8.8.8,48320,443,2019/12/17 4:14,0.300208,3028,10086.34014,3907,13014.31008,16763.69398,129.4746847,147.5531915,105.0,66,0.985980964,0.629877506,0.877478036,0.008985992,0.094794473,0.144311234,0.096793,0.0,1.503829254,1.522359152,0.656875218,9.78116e-05,0.009889974,0.014995222,0.018527,0.000486,-1.071320634,1.467063721,0.659541684,0
176.103.130.130,192.168.20.113,443,41708,2019/12/20 15:22,177.001349,315,1.779647453,618,3.491498813,319.41,17.87204521,93.3,105.0,105,-1.963961012,-0.654653671,0.191554611,3341.511035,57.80580451,70.8136121,59.022259,0.0,0.611946492,1.225025976,0.816309221,2.14e-10,1.46135e-05,3.43333e-05,2.4e-05,2.4e-05,2.121320344,0.707106781,0.425637092,0
192.168.20.191,9.9.9.9,53112,443,2020/1/12 9:58,11.824574,15102,1277.170746,14737,1246.302827,26347.59888,162.3194347,146.2696078,114.0,60,0.596409319,0.53148046,1.109727695,11.29574149,3.360913788,6.857610451,7.713593,0.061644,-0.764062338,2.022059142,0.49009984,0.000253432,0.015919537,0.020761561,0.015708,0.015635,0.952331912,0.322029531,0.766779378,0
192.168.20.111,9.9.9.9,48326,443,2019/12/19 17:24,20.074586,16254,809.6804587,18346,913.8918232,23135.89806,152.1048917,148.4978541,123.0,66,0.50290008,0.54237476,1.024290166,57.21041966,7.563756981,8.511060142,6.235623,0.0,0.902502743,1.125242411,0.888697395,0.000208991,0.014456537,0.016833245,0.015723,4e-06,0.230396523,1.164127019,0.858808668,0
192.168.20.111,8.8.8.8,49136,443,2019/12/19 19:15,0.066201,171,2583.042552,171,2583.042552,380.25,19.5,85.5,85.5,66,0.0,1.0,0.228070175,0.000563545,0.023739098,0.02913525,0.02517,0.0,0.501103706,1.227310741,0.814789578,0.0,0.0,0.025164,0.025164,0.025164,-10.0,-10.0,0.0,0
192.168.20.191,9.9.9.9,51732,443,2020/1/13 7:09,30.101669,1713,56.90714359,4534,150.6228774,157660.0256,397.0642588,249.88,85.0,54,1.245742947,0.493320654,1.589019765,144.3800557,12.01582522,6.05757028,0.050218,0.0,1.499860102,0.504132689,1.983604756,124.5804934,11.16156321,5.004361167,0.015756,0.000304,1.34083508,0.44832942,2.230367242,0
176.103.130.130,192.168.20.113,443,41618,2019/12/20 3:45,177.001616,315,1.779644769,618,3.491493547,319.41,17.87204521,93.3,105.0,105,-1.963961012,-0.654653671,0.191554611,3341.509316,57.80578964,70.8135674,59.022163,0.0,0.611949312,1.225025518,0.816309526,8.67e-12,2.94392e-06,2.9e-05,3e-05,2.5e-05,-1.019049331,1.358732441,0.101514493,0
8.8.8.8,192.168.20.111,443,49598,2019/12/13 21:36,0.015502,248,15997.93575,261,16836.53722,523.4722222,22.87951534,84.83333333,78.0,66,0.895998001,0.823152635,0.269699591,3.3033e-05,0.00574743,0.002651667,7.65e-05,0.0,1.344165948,0.461365612,2.167478401,1.76e-09,4.2e-05,5.9e-05,5.9e-05,1.7e-05,0.0,1.0,0.711864407,0
192.168.20.113,176.103.130.130,39914,443,2019/12/19 18:28,0.115386,1053,9125.890489,6121,53048.03009,709406.8163,842.262914,512.4285714,66.0,66,1.590104102,0.530034701,1.643668915,0.001106754,0.033267915,0.050399929,0.044851,0.0,0.500385597,1.514971046,0.660078622,0.00010772,0.01037881,0.0130828,0.021506,0.000118,-2.434730102,1.249160605,0.793317144,0
176.103.130.130,192.168.20.113,443,41618,2019/12/20 2:45,177.001332,315,1.779647624,618,3.491499149,319.41,17.87204521,93.3,105.0,105,-1.963961012,-0.654653671,0.191554611,3341.500944,57.80571722,70.8136347,59.0223965,0.0,0.611941453,1.225028217,0.816307728,6.67e-13,8.16e-07,3.2e-05,3.2e-05,3.1e-05,0.0,1.224744871,0.025515518,0
192.168.20.111,8.8.8.8,41050,443,2019/12/14 1:21,59.015885,342,5.795049926,276,4.676706958,372.4897959,19.29999471,88.28571429,105.0,105,-2.598076211,-0.866025404,0.218608354,852.1479096,29.19157258,25.30318571,0.059142,0.0,2.594314881,0.866797623,1.15367183,2.5e-11,5e-06,0.015511,0.015511,0.015506,0.0,1.0,0.000322352,0
192.168.20.191,9.9.9.9,52805,443,2020/1/12 9:56,18.591982,21881,1176.905184,17561,944.5469558,7051.194533,83.97139116,137.9090909,114.0,60,0.854187024,0.927805171,0.608889455,19.89328858,4.460189298,9.269938654,9.8785695,0.0,-0.40937557,2.078373368,0.481145503,0.001530865,0.039126276,0.024594,0.015677,0.000191,0.683709334,0.623698511,1.590887039,0
192.168.20.111,8.8.8.8,52146,443,2019/12/20 12:13,59.025554,342,5.794100636,276,4.675940865,372.4897959,19.29999471,88.28571429,105.0,105,-2.598076211,-0.866025404,0.218608354,852.1242601,29.1911675,25.31008329,0.068757,0.0,2.594071609,0.867045941,1.153341424,5.63e-11,7.5e-06,0.0252165,0.0252165,0.025209,0.0,1.0,0.000297424,0
176.103.130.130,192.168.20.113,443,41618,2019/12/20 4:26,3.4e-05,105,3088235.294,66,1941176.471,380.25,19.5,85.5,85.5,66,0.0,1.0,0.228070175,2.89e-10,1.7e-05,1.7e-05,1.7e-05,0.0,0.0,1.0,1.0,0.0,0.0,3.4e-05,3.4e-05,3.4e-05,-10.0,-10.0,0.0,0
192.168.20.191,9.9.9.9,53504,443,2020/1/12 9:59,6.968193,11172,1603.285098,11563,1659.397207,30916.27657,175.8302493,142.9874214,114.0,60,0.494580793,0.471974656,1.229690329,3.228691973,1.796856136,4.134894943,4.453598,0.033091,-0.532101124,2.282767029,0.434559078,0.000195701,0.013989322,0.014614767,0.0152925,5.7e-05,-0.145339423,1.040634177,0.957204613,0
8.8.8.8,192.168.20.111,443,45046,2019/12/11 18:17,4.041309,353,87.34793603,432,106.8960577,473.0617284,21.74998226,87.22222222,90.0,66,-0.383142075,0.975735151,0.249362854,3.587789009,1.894145984,2.689078333,4.025768,0.0,-2.117085501,1.419678502,0.70438483,2.97e-09,5.45222e-05,5.9e-05,2.4e-05,1.7e-05,1.925822216,0.770328887,0.924104521,0
192.168.20.111,8.8.8.8,46398,443,2019/12/16 8:33,177.001317,618,3.491499445,381,2.152526357,351.9669421,18.76078202,90.81818182,105.0,105,-2.267786838,-0.755928946,0.206575177,3451.513285,58.74958115,64.37790236,59.016058,0.0,0.27379826,1.095801895,0.912573709,1.73e-10,1.31403e-05,0.01558,0.015578,0.015565,0.45661166,1.141529151,0.000843406,0
176.103.130.130,192.168.20.113,443,41708,2019/12/20 16:33,59.022115,210,3.557988391,276,4.676213314,243.36,15.6,97.2,105.0,105,-1.5,-0.5,0.160493827,835.3421184,28.90228569,23.6132962,0.022034,0.0,2.448726282,0.817004456,1.223983532,0.0,0.0,2.7e-05,2.7e-05,2.7e-05,-10.0,-10.0,0.0,0
192.168.20.191,9.9.9.9,64435,443,2020/1/12 9:37,5.994709,3552,592.5225061,2868,478.4218884,9907.594675,99.53690107,123.4615385,72.0,60,1.551028952,0.637567955,0.80621789,2.705054171,1.644704889,1.356744865,1.443075,0.060555,-0.157469225,0.788098749,1.212243312,0.000195665,0.013988031,0.0181759,0.0156495,5.9e-05,0.541834647,1.295171537,0.769592224,0
192.168.20.111,8.8.8.8,55216,443,2019/12/19 20:47,0.067581,171,2530.296977,171,2530.296977,380.25,19.5,85.5,85.5,66,0.0,1.0,0.228070175,0.000588902,0.024267303,0.0295475,0.0253045,0.0,0.52453294,1.217584809,0.821298026,0.0,0.0,0.025298,0.025298,0.025298,-10.0,-10.0,0.0,0
8.8.8.8,192.168.20.111,443,44806,2019/12/15 16:02,4.15231,353,85.01292052,393,94.64611265,469.2098765,21.66125288,82.88888889,66.0,66,2.339045989,0.779681996,0.261328788,2.961083864,1.720780016,3.219281778,4.136765,0.0,-1.599536048,1.870827036,0.534522957,3.04e-09,5.51604e-05,5.7e-05,1.9e-05,1.7e-05,2.066701064,0.725158268,0.967725829,0
176.103.130.130,192.168.20.113,443,41708,2019/12/20 11:15,2e-05,105,5250000.0,66,3300000.0,380.25,19.5,85.5,85.5,66,0.0,1.0,0.228070175,1e-10,1e-05,1e-05,1e-05,0.0,0.0,1.0,1.0,0.0,0.0,2e-05,2e-05,2e-05,-10.0,-10.0,0.0,0
192.168.20.111,8.8.8.8,44036,443,2019/12/15 8:03,4.107785,498,121.2332194,353,85.93439043,466.29,21.5937491,85.1,78.0,66,0.986396568,0.884515232,0.253745583,3.502946439,1.871615997,2.8692894,4.0922405,0.0,-1.96025964,1.53305454,0.652292514,3.100432178,1.760804412,1.02687275,0.015413,9e-06,1.723291485,0.583178769,1.714725035,0
192.168.20.111,8.8.8.8,42014,443,2019/12/14 11:13,0.107884,2317,21476.77135,2861,26519.22435,35014.92347,187.1227497,184.9285714,87.5,66,1.561999889,0.635564471,1.011865004,0.000674945,0.025979698,0.068602536,0.0779475,0.0,-1.079107735,2.640621004,0.378698798,8.61776e-05,0.009283187,0.010078667,0.006967,2e-06,1.005581378,1.085474917,0.921072929,0
192.168.20.113,176.103.130.130,44798,443,2019/12/19 22:47,1.52182,987,648.5655334,6055,3978.788556,1368088.806,1169.653284,586.8333333,66.0,66,1.335865954,0.445288651,1.99316095,0.412076461,0.641931819,0.403063,0.045124,0.0,1.672789801,0.62789067,1.592633954,8.30888e-05,0.009115303,0.0163225,0.0215165,0.000535,-1.70943294,1.731977444,0.558450205,0
192.168.20.111,8.8.8.8,46424,443,2019/12/16 8:47,4.203837,498,118.463204,353,83.97090563,466.29,21.5937491,85.1,78.0,66,0.986396568,0.884515232,0.253745583,3.669601819,1.915620479,2.936499,4.188234,0.0,-1.9603074,1.532923161,0.652348419,3.24856277,1.802376978,1.0508785,0.015416,1.4e-05,1.723494884,0.583043677,1.715114524,0
192.168.20.111,8.8.8.8,60530,443,2019/12/19 17:13,0.025016,171,6835.6252,105,4197.313719,338.0,18.38477631,92.0,105.0,105,-2.121320344,-0.707106781,0.199834525,0.000138933,0.011787003,0.016669333,0.024992,0.0,-2.118265399,1.414213074,0.707107025,0.0,0.0,0.024992,0.024992,0.024992,-10.0,-10.0,0.0,0
192.168.20.111,8.8.8.8,44860,443,2019/12/15 16:28,4.192497,498,118.783627,353,84.19803282,466.29,21.5937491,85.1,78.0,66,0.986396568,0.884515232,0.253745583,3.649876563,1.910465012,2.9286253,4.1770145,0.0,-1.960343464,1.532938463,0.652341907,3.231138704,1.797536844,1.04803875,0.0153485,1.3e-05,1.723508901,0.583034364,1.715143494,0
192.168.20.111,8.8.8.8,43888,443,2019/12/15 6:29,177.001129,618,3.491503153,381,2.152528643,351.9669421,18.76078202,90.81818182,105.0,105,-2.267786838,-0.755928946,0.206575177,3451.514752,58.74959364,64.37773309,59.015984,0.0,0.273793337,1.095798781,0.912576303,9.85e-10,3.13794e-05,0.015553,0.015536,0.015526,1.625270146,0.860437136,0.002017579,0
192.168.20.111,8.8.8.8,51034,443,2019/12/20 0:54,4.592615,498,108.4349548,353,76.86252821,466.29,21.5937491,85.1,78.0,66,0.986396568,0.884515232,0.253745583,4.355554919,2.086996626,3.2047588,4.567298,0.0,-1.958612462,1.535584083,0.651218003,3.839644802,1.959501162,1.148075,0.025153,1e-05,1.719195715,0.585896565,1.70677104,0
192.168.20.191,1.1.1.1,64091,443,2020/1/13 23:07,107.44974,62464,581.3322582,76181,708.9919436,10762.18932,103.7409722,142.3459959,93.0,60,1.42699634,0.793765415,0.728794453,447.927837,21.16430573,64.75322484,66.2346565,68.317659,-0.209990114,-0.168417249,0.326845586,9.32691e-05,0.009657594,0.011948462,0.015125,0.000333,-0.986748373,1.202728265,0.808270939,0
192.168.20.191,9.9.9.9,50890,443,2020/1/12 15:40,30.090494,1701,56.52948071,1351,44.89790031,15488.80556,124.4540299,127.1666667,64.0,60,1.522650574,0.539690573,0.978668649,148.7898673,12.19794521,6.29964425,0.0501965,0.0,1.537008318,0.516451266,1.936291118,3.17706e-05,0.005636541,0.01248,0.0155585,0.000274,-1.638504989,2.16551263,0.451645887,0
176.103.130.130,192.168.20.113,443,41618,2019/12/20 6:43,3.6e-05,105,2916666.667,66,1833333.333,380.25,19.5,85.5,85.5,66,0.0,1.0,0.228070175,3.24e-10,1.8e-05,1.8e-05,1.8e-05,0.0,0.0,1.0,1.0,0.0,0.0,3.6e-05,3.6e-05,3.6e-05,-10.0,-10.0,0.0,0
192.168.20.113,176.103.130.130,46096,443,2019/12/19 17:31,0.090853,2304,25359.6469,1560,17170.59426,22124.5664,148.7432903,154.56,90.0,66,1.302109155,0.595388201,0.962366008,0.000503019,0.022428096,0.0567336,0.067937,0.0,-1.49857571,2.529577179,0.395322985,7.04993e-05,0.008396385,0.0172842,0.021526,0.000508,-1.515580805,1.998026522,0.48578384,0
192.168.20.111,8.8.8.8,51830,443,2019/12/20 9:03,0.382797,4484,11713.78041,5445,14224.24941,12978.66614,113.9239489,139.8450704,105.0,66,0.917587674,0.648196197,0.81464401,0.009997528,0.099987641,0.203982099,0.168598,0.0,1.061654167,2.040073118,0.490178509,0.000146544,0.012105518,0.014725467,0.023432,1.1e-05,-2.15766061,1.215517279,0.822080452,0
192.168.20.111,8.8.8.8,48296,443,2019/12/17 3:59,0.333713,4122,12351.93115,5435,16286.44973,13977.03696,118.2245193,144.8030303,105.0,66,1.010019678,0.666554034,0.816450588,0.007829207,0.088482806,0.169621485,0.170037,0.0,-0.014087996,1.916999387,0.521648576,0.000115337,0.010739494,0.016951182,0.018389,7.1e-05,-0.401644114,1.571785583,0.633554291,0
192.168.20.113,176.103.130.130,33950,443,2019/12/19 23:35,0.021918,128,5839.9489,74,3376.220458,88.88888889,9.428090416,67.33333333,74.0,74,-2.121320344,-0.707106781,0.140021145,0.000106697,0.010329417,0.014608,0.021906,0.0,-2.119577509,1.414213403,0.707106861,0.0,0.0,0.021906,0.021906,0.021906,-10.0,-10.0,0.0,0
8.8.4.4,192.168.20.191,443,54215,2020/1/13 17:46,27.130926,1292,47.62093266,621,22.88900865,14256.49609,119.4005699,119.5625,89.0,60,0.767898345,0.498846028,0.998645645,42.99943131,6.557395162,25.39657713,27.0920985,0.0,-0.775698886,3.872967314,0.258199959,162.6996097,12.75537572,9.019434667,2.8e-05,1.6e-05,2.121318932,0.707107252,1.414210113,0
192.168.20.113,176.103.130.130,49760,443,2019/12/19 17:39,13.567352,26157,1927.937006,40947,3018.053928,59657.78699,244.249436,168.1804511,123.0,66,0.554930057,0.418344676,1.452305749,16.35507759,4.044141144,5.053787178,5.480558,0.0,-0.316584516,1.249656478,0.800219915,0.024178016,0.155492818,0.065110726,0.02094,1.3e-05,0.852207711,0.418654231,2.38812907,0
192.168.20.111,8.8.8.8,43892,443,2019/12/15 6:33,4.222777,432,102.3023475,353,83.59427931,473.0617284,21.74998226,87.22222222,90.0,66,-0.383142075,0.975735151,0.249362854,3.892822724,1.973023752,2.806931444,4.197826,0.0,-2.114867428,1.422654665,0.702911272,3.238954194,1.799709475,1.05562125,0.0248555,1.4e-05,1.718220242,0.586543142,1.704881817,0
192.168.20.191,1.1.1.1,58759,443,2020/1/13 20:43,70.489398,8639,122.5574376,9659,137.0276988,8287.600995,91.03626198,134.5441176,89.0,54,1.500856362,0.884747637,0.676627589,40.07454481,6.330445862,25.01423031,24.675875,23.290269,0.160346672,0.272328576,0.253073782,5.00943e-05,0.007077736,0.008373538,0.011515,4.1e-05,-1.331553599,1.177288707,0.845250292,0
192.168.20.111,8.8.8.8,49088,443,2019/12/10 2:03,118.025985,513,4.346500476,381,3.228102693,365.04,19.10601999,89.4,105.0,105,-2.449489743,-0.816496581,0.21371387,2401.386126,49.0039399,53.122168,59.012983,0.0,-0.360633146,1.084038714,0.92247628,1.42e-09,3.77035e-05,0.025270667,0.025266,0.025227,0.371318098,1.158158829,0.001491988,0
192.168.20.111,8.8.8.8,51558,443,2019/12/20 6:15,0.066171,171,2584.213628,171,2584.213628,380.25,19.5,85.5,85.5,66,0.0,1.0,0.228070175,0.000562213,0.023711035,0.029227,0.0253685,0.0,0.488190407,1.232632803,0.811271611,0.0,0.0,0.025362,0.025362,0.025362,-10.0,-10.0,0.0,0
192.168.20.191,9.9.9.9,50710,443,2020/1/12 12:44,59.460172,2276,38.27772311,5098,85.73806346,115012.4167,339.134806,204.8333333,89.0,54,1.02466628,0.444759224,1.655662194,459.1303346,21.42732682,14.97493311,0.43738,0.0,2.035375654,0.698870804,1.430879635,98.3531908,9.917317722,3.76898925,0.0159535,0.010156,1.135297624,0.379017125,2.631293714,0
192.168.20.113,176.103.130.130,47094,443,2019/12/19 18:44,1.445152,12993,8990.749762,18705,12943.27517,17772.68935,133.3142503,165.9581152,123.0,66,0.966695947,0.749793176,0.803300581,0.185759454,0.430998207,0.542201424,0.50494,0.0,0.25936134,1.258013179,0.794904232,0.000100041,0.010002036,0.010680486,0.011208,1.3e-05,-0.158222068,1.066531398,0.936477659,0
192.168.20.111,8.8.8.8,44868,443,2019/12/15 16:32,0.094112,2762,29348.01088,3324,35319.61918,29056.05882,170.4583786,179.0,97.0,66,1.443167547,0.662918426,0.952281445,0.000447116,0.021145109,0.065159824,0.0750465,0.0,-1.402689862,3.081555404,0.324511446,8.15705e-05,0.009031638,0.008152545,0.004297,5e-06,1.280679857,0.902111644,1.10783039,0
192.168.20.111,8.8.8.8,42938,443,2019/12/14 20:38,0.100197,2372,23673.36347,2840,28344.162,25687.92889,160.2745422,173.7333333,101.0,66,1.361413965,0.672179947,0.922531901,0.000584211,0.024170461,0.067004867,0.0790045,0.0,-1.489375835,2.772179962,0.360726942,0.000101392,0.010069364,0.011504857,0.008831,2.3e-05,0.796631362,1.140276264,0.875227238,0
192.168.20.191,9.9.9.9,55396,443,2020/1/12 10:03,3.205908,2202,686.8568905,5592,1744.279624,127599.1185,357.2101881,236.1818182,85.0,54,1.269687903,0.51001294,1.512437286,1.363126266,1.167529985,0.806145939,0.079744,0.079744,1.866509508,0.622169836,1.448286133,2.62002e-05,0.005118612,0.014311286,0.01595,0.001999,-0.960444465,2.405395248,0.357662645,0
1.1.1.1,192.168.20.112,443,49350,2019/12/20 7:00,3.1e-05,93,3000000.0,54,1741935.484,380.25,19.5,73.5,73.5,54,0.0,1.0,0.265306122,2.4e-10,1.55e-05,1.55e-05,1.55e-05,0.0,0.0,1.0,1.0,0.0,0.0,3.1e-05,3.1e-05,3.1e-05,-10.0,-10.0,0.0,0
192.168.20.112,1.1.1.1,38162,443,2019/12/19 19:41,46.57968,108135,2321.505858,163905,3518.80906,16418.64017,128.1352417,137.2552977,85.0,85,1.223440881,0.407813627,0.93355407,161.875979,12.72304912,16.40074826,12.180501,0.0,0.995102798,1.289058,0.775760284,0.000189881,0.013779744,0.010601807,0.011599,8e-06,-0.217099815,0.768795589,1.299754351,0
192.168.20.111,8.8.8.8,47630,443,2019/12/16 21:01,0.263786,3951,14978.05039,5315,20148.90858,14487.75561,120.365093,147.0793651,105.0,66,1.048793235,0.673611951,0.81836832,0.004730901,0.068781542,0.138388143,0.129936,0.0,0.368651644,2.01199535,0.497019041,0.000104084,0.010202163,0.0131305,0.0118695,3.5e-05,0.370803735,1.2836004,0.776982034,0
192.168.20.191,1.1.1.1,58759,443,2020/1/13 20:31,106.878222,78610,735.5099901,96343,901.4277951,10877.01934,104.2929496,143.0523303,114.0,114,0.835693988,0.278564663,0.729054531,842.7757758,29.03060068,69.90080131,76.756308,20.254074,-0.708442801,1.710151569,0.415311415,0.000453647,0.021298997,0.012653304,0.0145395,0.015131,-0.265673954,-0.116329245,1.683275576,0
8.8.8.8,192.168.20.111,443,52250,2019/12/20 13:12,0.041934,171,4077.8366,66,1573.901846,338.0,18.38477631,79.0,66.0,66,2.121320344,0.707106781,0.232718687,0.000389358,0.019732148,0.014028667,0.000152,0.0,2.109755106,0.710954867,1.406559046,0.0,0.0,0.041782,0.041782,0.041782,-10.0,-10.0,0.0,0
192.168.20.111,8.8.8.8,43846,443,2019/12/15 6:04,4.106066,498,121.2839735,353,85.97036677,466.29,21.5937491,85.1,78.0,66,0.986396568,0.884515232,0.253745583,3.499991286,1.870826365,2.8681392,4.090533,0.0,-1.960193351,1.533086798,0.652278789,3.097743686,1.76004082,1.02640825,0.015376,1.2e-05,1.723310458,0.583166162,1.714757086,0
192.168.20.111,8.8.8.8,49944,443,2019/12/10 12:53,0.106835,2317,21687.64918,2927,27397.3885,33724.69441,183.6428447,180.8275862,97.0,66,1.369412236,0.625276669,1.015568745,0.000660855,0.025707103,0.069786138,0.079508,0.0,-1.134534155,2.714663661,0.36836976,8.73696e-05,0.009347172,0.010410667,0.007832,3.7e-05,0.827629997,1.109818733,0.897845678,0
192.168.20.111,8.8.8.8,58372,443,2019/12/13 18:52,1.170211,7433,6351.845949,10393,8881.304312,10426.35743,102.1095365,128.2446043,105.0,66,0.682931442,0.609586592,0.796209221,0.162317296,0.402886208,0.540895561,0.449131,0.0,0.683303817,1.342551695,0.744850276,7.18009e-05,0.008473543,0.011706966,0.015395,5e-06,-1.30572339,1.381000291,0.723803543,0
192.168.20.111,8.8.8.8,41812,443,2019/12/14 9:13,128.326189,1559,12.14872827,1741,13.56698904,1651.359375,40.63692133,103.125,105.0,66,-0.138420919,0.913578066,0.394054995,787.9257479,28.0700151,20.12024616,10.343471,0.0,1.044898813,0.716787864,1.395112907,6.95348e-05,0.008338753,0.01058025,0.015151,4e-06,-1.644400517,1.268325108,0.788143301,0
192.168.20.111,8.8.8.8,34452,443,2019/12/19 18:38,0.265919,2247,8449.941524,2788,10484.39562,27822.84225,166.8018053,186.4814815,105.0,66,1.46547841,0.722303222,0.894468469,0.004771924,0.069079117,0.173707815,0.18589,0.0,-0.529053597,2.514621224,0.397674207,9.56416e-05,0.00977965,0.021719,0.025438,2.9e-05,-1.14083837,2.217870776,0.450280861,0
192.168.20.111,8.8.8.8,47226,443,2019/12/16 16:59,0.094873,2859,30135.02261,3530,37207.63547,28759.6786,169.5867878,172.6756757,97.0,66,1.338707042,0.62903294,0.982111621,0.000401896,0.020047333,0.065363432,0.07074,0.0,-0.804580956,3.260455193,0.306705641,8.29482e-05,0.009107588,0.00745325,0.00352,3e-06,1.295595524,0.8180267,1.221961937,0
192.168.20.111,8.8.8.8,51324,443,2019/12/20 3:49,4.36386,498,114.1191514,353,80.89168763,466.29,21.5937491,85.1,78.0,66,0.986396568,0.884515232,0.253745583,3.930002128,1.982423297,3.0447826,4.3389195,0.0,-1.958416604,1.535889235,0.651088619,3.462808107,1.860862195,1.09088775,0.024793,1.7e-05,1.718710961,0.586217912,1.705823715,0
192.168.20.111,8.8.8.8,48712,443,2019/12/17 8:18,4.089646,498,121.7709308,353,86.31553929,466.29,21.5937491,85.1,78.0,66,0.986396568,0.884515232,0.253745583,3.472127101,1.863364457,2.8566074,4.0741495,0.0,-1.960231819,1.533037398,0.652299808,3.07318604,1.753050496,1.02233275,0.015315,1.5e-05,1.723312168,0.583165033,1.714755294,0
192.168.20.111,8.8.8.8,41658,443,2019/12/14 7:43,0.093293,2419,25929.0622,2795,29959.3753,34722.88265,186.3407702,186.2142857,87.5,66,1.589254229,0.64513142,1.000679242,0.000453201,0.021288523,0.062110036,0.070483,0.0,-1.179926539,2.917536211,0.342754957,8.58117e-05,0.009263459,0.0088752,0.0070845,2e-06,0.579923747,0.95787111,1.043746536,0
192.168.20.111,8.8.8.8,47654,443,2019/12/16 21:23,177.001425,618,3.491497314,381,2.152525043,351.9669421,18.76078202,90.81818182,105.0,105,-2.267786838,-0.755928946,0.206575177,3451.546185,58.74986115,64.37774382,59.016032,0.0,0.273790187,1.095793974,0.912580306,2.04e-09,4.5218e-05,0.015591,0.015569,0.01555,1.459596042,0.906718753,0.002900262,0
192.168.20.111,8.8.8.8,42594,443,2019/12/14 17:04,177.001092,618,3.491503883,381,2.152529093,351.9669421,18.76078202,90.81818182,105.0,105,-2.267786838,-0.755928946,0.206575177,3451.51454,58.74959183,64.37772882,59.015914,0.0,0.273796701,1.095798742,0.912576335,1.65e-09,4.05983e-05,0.015596667,0.015617,0.01554,-1.50252585,1.395789041,0.002603012,0
8.8.8.8,192.168.20.111,443,44448,2019/12/15 12:22,4.244831,353,83.15996561,393,92.58319118,469.2098765,21.66125288,82.88888889,66.0,66,2.339045989,0.779681996,0.261328788,3.094984661,1.759256849,3.291265667,4.229339,0.0,-1.599664086,1.870827258,0.534522894,1.66e-09,4.07785e-05,4.73333e-05,1.9e-05,1.8e-05,2.084429976,0.719332697,0.861518338,0
176.103.130.130,192.168.20.113,443,41618,2019/12/20 3:19,177.001464,315,1.779646297,618,3.491496545,319.41,17.87204521,93.3,105.0,105,-1.963961012,-0.654653671,0.191554611,3341.510436,57.80579933,70.8136264,59.022237,0.0,0.611948431,1.225026333,0.816308983,2.96e-11,5.4365e-06,2.86667e-05,3.2e-05,2.1e-05,-1.839418018,1.410220481,0.189645424,0
192.168.20.111,8.8.8.8,44860,443,2019/12/15 16:25,0.180676,4239,23461.88758,6026,33352.52053,17027.13464,130.4880632,148.7681159,105.0,66,1.006255627,0.634296455,0.877123854,0.001760541,0.041958798,0.106382478,0.101719,0.0,0.333432687,2.535403379,0.394414557,6.10446e-05,0.007813102,0.009459786,0.0079875,6.5e-05,0.565314184,1.202439981,0.825927967,0
192.168.20.111,8.8.8.8,47184,443,2019/12/16 16:37,0.254403,4468,17562.68597,6084,23914.81233,15786.00113,125.642354,144.5479452,105.0,66,0.944298095,0.625170913,0.869208856,0.004191644,0.06474291,0.138751548,0.129347,0.0,0.435779671,2.143115732,0.466610359,6.87215e-05,0.008289844,0.010857867,0.008669,2.6e-05,0.792125891,1.306643016,0.763487357,0
192.168.20.191,9.9.9.9,52251,443,2020/1/12 9:55,9.617983,18836,1958.414774,15319,1592.745589,7318.514844,85.54831877,142.3125,114.0,60,0.992859956,0.962175542,0.60113004,6.145611225,2.479034333,3.320440438,3.7435915,0.916557,-0.512075678,0.969685416,0.746598043,0.000737681,0.027160277,0.020341595,0.0155785,2.7e-05,0.526109715,0.747952426,1.335208813,0
